"id","drug_code","engname","chiname","ingredients","type","shape","color","category","purpose","sideEffect","comment","photo","no_use","extra_buy","licenseNo3","licenseNo6","ATC_code","update_time","HazardousDrug",
"1646","ODIBO","Dibose 100mg","克血糖膜衣錠","Acarbose","錠劑 Tablet","橢圓形 Elliptic","淡黃 Light Yellow","ME-Metabolic and Endocrine System","適應症:非胰島素依賴型糖尿病之治療。
Indication:Treatment of type 2 diabetes mellitus.","腹痛或胃痛, 胃腸脹氣, 腹瀉, 蕁麻疹.
Abdominal or stomach pain; bloated stomach or gas; diarrhea;urticaria","服藥期間可能會有腹痛, 腹瀉或腹脹的現象
用餐時與前數口食物一起咬碎吞下
May cause abdominal pain, diarrhea and flatulence.
Administer with the first bite of each main meal.","ODIBO_202209230942330000000.jpg","N","N","fda01","048855","A10BF01","2022-09-23 09:42:33","",
"1647","OSYNT","Syntrend 25mg","心全錠25毫克","Carvedilol","錠劑 Tablet","圓凸形 Round","白 White","CV-Cardiovascular System","適應症:主治高血壓, 鬱血性心衰竭
Indication:Hypertention, congestive heart failure.","過敏, 頭暈, 呼吸困難, 心跳變慢, 水腫, 體重增加
Allergy, chest pain, dizziness, shortness of breath, slow heartbeat, edema","請遵照醫師指示用藥, 勿自行更改劑量或用藥時間
Follow doctor&#039;s advice. Do not change your dose or schedule.","OSYNT_201811120217080000007.jpg","Y","N","fda01","046404","C07AG02","2019-01-09 13:04:55","",
"1648","OSINM2","25/250mg SINEMET","心寧美25/250 錠","Carbidopa + Levodopa","錠劑 Tablet","圓扁形 Round","淡藍 Light Blue","CN-Neuromuscular System","適應症:控制週期性肢體顫動, 腦神經激素調整等
Indication:Symptomatic treatment of parkinsonism","運動遲緩, 好動, 幻視, 幻聽或幻覺, 身體不自主重複運動
Decrease movement; hyperactive; seeing, hearing.","請遵照醫師指示用藥, 勿自行更改劑量或用藥時間
食物交互作用: 避免與高蛋白食物(包含管灌飲食)併服, 建議於空腹或飯後
Follow doctor&#039;s advice. Do not change your dose or schedule.
Food interaction: Take without food and avoid high protein food.","OSINM2_201811150311160000006.jpg","Y","N","fda02","020162","N04BA02,N04BA01","2024-07-07 20:25:57","",
"1736","OAMIT","Pinsaun 25mg","平躁錠","Amitriptyline","錠劑 Tablet","圓扁形 Round","白 White","CN-Neuromuscular System","憂鬱症, 強迫症及其它作用等
Depression, gastrointestinal disorder &amp; others","頭暈, 昏昏欲睡, 口乾, 噁心
Dizzy; sleepy; dry mouth; nausea","服藥後, 可能發生短暫性暈眩; 勿飲酒
May cause temporary dizziness. Avoid taking with alcohol.","OAMIT_202003180922090000007.jpg","Y","N","fda01","003291","N06AA09","2020-03-18 09:22:09","",
"1649","EFOX5","FOXONE 0.1% oph susp 5mL","好視多眼用懸浮液 0.1%","Fluorometholone","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","OP-Ophthalmic Preparations","適應症:眼睛發炎
Indication:Inflammation of the eye.","視覺減退或模糊, 眼睛感染, 眼睛疼痛, 噁心, 嘔吐
Decreased vision, eye infection, eye pain, gradual blurring or loss of vision","除醫師指示外, 請勿長期或密集地持續使用
Follow doctor&#039;s advice. Do not use this medicine for long term.","EFOX5_201811210935120000004.jpg","Y","N","fda01","044167","S01BA07","2019-01-09 17:18:51","",
"1650","OALP","Alprazolam 0.5mg","安邦錠0.5毫克","Alprazolam","錠劑 Tablet","橢圓形 Elliptic","淡粉紅 Light pink","CN-Neuromuscular System","適應症:焦慮狀態及其他
Indication:Relieve anxious symptoms","腳步笨拙或不穩, 頭暈, 昏昏欲睡, 口齒不清, 食慾改變
Clumsiness or unsteadiness; dizzy; sleepy; unclear speaking; appetite changes","服藥後, 請勿開車或操作危險機械; 勿飲酒
服藥期間避免食用葡萄柚汁與飲酒
Be careful driving or operating machinery. Avoid alcohol.
Avoid grapefruit juice and alcohol.","OALP_201811210947590000008.jpg","Y","N","","","Alprazolam","2019-01-09 09:58:56","",
"1651","OERAF","Eraflu 75mg (Government)","易剋冒膠囊","Oseltamivir","硬膠囊 Hard Cap.","圓柱形 Cylinder","黃.白 Yellow.White","AI-Anti-infective Agents","適應症:治療流行性感冒
Indication:Treatment of influenza","噁心, 嘔吐, 腹痛, 頭痛, 失眠, 腹瀉
Nausea, vomiting, abdominal pain, headache. Insomnia, diarrhea.","請遵指示服完整個療程, 若發生用藥不良反應請告知醫生
備註: 避免任意停藥
Follow doctor&#039;s advice. Check with doctor if you notice any side effects.
Avoid withdrawal during therapy.","OERAF_201811280246400000006.jpg","N","N","fda51","059653","J05AH02","2025-01-21 09:27:45","",
"1652","IHYA1","Hyalase inj 1500IU (專案進口)","","Hyaluronidase","注射劑 Injection","安瓿  Amp","無 Colorless","AD-Antidotes","適應症:提升藥物通透性，促進組織內多餘液體或血液再吸收
Indication:Promote resorption of excess fluids and blood","水腫，過敏反應
Edema, anaphylaxis","不用於靜脈注射
Not to be used for intravenous injections.","","N","N","","","B06AA03","2024-08-11 16:06:42","",
"1654","ILIPI","Lipiodol ultra-fluid 4800mg/10mL","淋皮道卵造影液","Iodine, combined ethyl ester of fatty acid oil","注射劑 Injection","安瓿  Amp","黃 Yellow","ZOTH-Other Category","適應症:放射學檢查和外科手術使用
Indication:Radiological examination and surgical operation.","腦栓塞，肺栓塞，肝靜脈血栓形成，過敏反應
Cerebral embolism, pulmonary embolism, hepatic vein thrombosis, anaphylaxis","需使用玻璃針筒給藥。
To be injected with a glass syringe.","ILIPI_201811280857030000003.jpg","Y","N","fda02","010635","V08AD01","2023-07-05 18:31:04","",
"1655","IBETA","Betamethasone inj 4mg/1mL","倍達邁松注射液","Betamethasone","注射劑 Injection","安瓿  Amp","無 Colorless","HR-Hormones","適應症:具抗發炎作用
Indication:Anti-inflammatory.","水腫, 高血壓, 胰島素阻抗
Edema, hypertension; insulin resistance","本品需置於避光陰涼乾燥處
Store at room temperature, away from heat, moisture, and direct light.","IBETA_201811281011410000006.jpg","Y","N","fda01","021959","H02AB01","2024-07-07 19:47:30","",
"1656","IADIF","4價自費流感 AdimFlu-S 0.5mL/dose","安定伏裂解型四價流感疫苗","Purified Split Inactivated Influenza Virus","注射劑 Injection","針筒 Syringe","無 Colorless","IM-Allergy and Immune System","適應症:適用於3歲以上兒童及成人之流行性感冒疫苗
Indication:Influenza vaccine for 3 years and older .","頭痛, 肌痛, 接種部位疼痛
Headache, myalgia, injection site reaction.","領取疫苗後, 請立即至注射室依指示使用
After receiving the vaccine, please go to the injection room immediately.","IADIF_201812050913010000004.jpg","Y","N","fda59","000138","J07BB02","2024-07-07 20:41:27","",
"1657","IPEY","Peyona inj 20mg/1mL (for infusion and oral)","啡那輸注溶液及口服液","Caffeine Citrate","注射劑 Injection","安瓿  Amp","無 Colorless","CN-Neuromuscular System","適應症:治療原發性早產兒呼吸暫停。
Indication:Treatment of primary apnoea of premature newborns","心動過速，輸液部位靜脈炎，高血糖
Tachycardia, infusion site phlebitis, hyperglycaemia","僅應使用針筒輸注幫浦或定量輸注器材給藥
若疑似發生毒性，應在之前劑量的2 至4 小時後收集血液檢體
Using a syringe infusion pump or other metered infusion device only.
Blood samples for monitoring should be taken just before the next dose in the case of therapeutic failure and 2 to 4 hours after the previous dose when suspecting toxicity.","IPEY_201812110835150000006.jpg","N","Y","fda52","027090","N06BC01","2018-12-11 08:35:15","",
"1658","IRAPI","Rapiacta 300mg/60mL Drip Infusion","瑞貝塔 點滴靜脈注射液","Peramivir","注射劑 Injection","包 Pack","無 Colorless","AI-Anti-infective Agents","治療成人及一個月大以上兒童之 A 型及 B 型流感病毒急性感染
Treatment of influenza A and B in adults and children over one month","腹瀉，蛋白尿，嗜中性白血球減少
Diarrhea, proteinuria, neutropenia","靜脈輸注應大於15分鐘以上
IV infusion over 15 minutes","IRAPI_20230922102442_1.jpg","N","Y","fda52","026649","J05AH03","2023-09-22 10:24:42","",
"1659","OPZAT","Pyrazinamide 500mg","敵癆新邁錠0.5克","Pyrazinamide","錠劑 Tablet","圓扁形 Round","白 White","AI-Anti-infective Agents","適應症:肺結核
Indication:Treatment of tuberculosis","肝毒性, 尿酸增加引起痛風
Hepatotoxicity, hyperuricemia leading to attacks of gout","請遵指示服完整個療程, 若發生用藥不良反應請告知醫生
Follow doctor&#039;s advice. Check with doctor if you notice any side effects.","OPZAT_201903260251050000000.jpg","Y","N","fda12","006256","J04AK01","2020-04-20 12:10:31","",
"1660","OTET2","Tetracycline 250mg","鹽酸四環素膠囊","Tetracycline","硬膠囊 Hard Cap.","膠囊形 Capsule","橙 Orange","AI-Anti-infective Agents","適應症:細菌性感染
Indication:Antibiotic for infection.","光敏感, 牙齒變色(幼年)
Photosensitivity, tooth discoloration.","請勿與牛奶及制酸劑併服
Avoid taking with milk or antacid.","OTET2_201812171147490000007.jpg","Y","N","fda12","001542","J01AA07","2023-10-02 16:47:36","",
"1661","IDUPI","DUPIXENT inj 300mg/2mL","杜避炎注射劑300毫克","Dupilumab","注射劑 Injection","針筒 Syringe","無 Colorless","DE-Dermatologicals","適應症: 治療異位性皮膚炎、氣喘、結節性癢疹、嗜伊紅性食道炎。
Indication: Atopic dermatitis, asthma, prurigo nodularis, eosinophilic esophagitis.","注射部位反應，單純皰疹病毒感染，結膜炎，眼部瘙癢
Injection site reaction, herpes simplex infection , conjunctivitis, eye pruritus","限用於皮下注射
接受Dupixent治療的患者應避免接種活菌疫苗
Only for subcutaneous use.
Avoid use of live vaccines in patients treated with DUPIXENT.","IDUPI_202412310223050000005.jpg","N","N","fda60","001082","D11AH05","2024-12-31 14:23:05","",
"1662","EALM","Alminto eye drops 10mL","安敏易眼藥水","Antazoline + Tetrahydrozoline + Chlorhexidine","外用 Topical Form","罐(瓶)裝 Bot","無 Colorless","OP-Ophthalmic Preparations","適應症:眼部發炎等症狀
Indication:Ocular inflammation and other symptoms .","瞳孔擴張, 灼熱感, 刺痛感
pupillary dilation; burning or stinging sensation","請依照指示期限內使用, 建議藥品開封一個月後不應再用
同時使用兩種眼藥水, 請間隔5分鐘, 若無醫師指示, 無先後使
Follow doctor&#039;s advice. Use within one month after opening package
Allow at least 5 minutes between different eye preparations.","EALM_201812170348050000008.jpg","N","N","fda01","048389","S01GA02,S01AX09,S01GA52","2024-07-07 19:32:12","",
"1663","IFIR8","Firmagon inj 80mg/4mL","輔美康注射劑80毫克","Degarelix","注射劑 Injection","小瓶 Vial","白 White","ON-Oncolytic Agents","適應症:成年男性晚期荷爾蒙依賴型前列腺癌
Indication:Advanced hormone-dependent prostate cancer in adult male patients.","熱潮紅，體重增加，注射部位腫脹，發燒，寒顫
Hot flash, weight gain, swelling at injection site, fever, chills","可能出現暫時性視力模糊，避免開車或操作儀器。
儲存於30℃以下，不可冷凍。
Avoid driving or operating machinery if you occur vision blurred.
Store at room temperature (&lt;30℃). Don&#039;t freeze.","IFIR8_201903270453390000006.jpg","N","N","fda02","025882","L02BX02","2024-07-07 19:50:28","二級危害性",
"1664","OVEM","Vemlidy 25mg","韋立得膜衣錠","Tenofovir alafenamide","錠劑 Tablet","圓凸形 Round","黃 Yellow","AI-Anti-infective Agents","適應症:治療慢性B型肝炎
Indication:Treatment of chronic hepatitis B","頭痛, 腹痛, 疲倦, 咳嗽, 噁心, 背痛
Headache, abdominal pain, fatigue, cough, nausea, back pain.","若有不明原因的肌肉痛, 疲倦, 解灰便, 茶色尿, 眼睛或皮膚變黃等, 請回診告知醫師
otify your doctor if you have any unexplained muscle pain, feeling tired,light-colored stools, dark urine or yellow skin or eyes.","OVEM_201908260247070000000.jpg","N","N","fda52","027086","J05AF13","2019-08-26 14:47:07","",
"1665","LFUM","Fumide solution 10mg/mL, 120mL","福滿內服液劑10公絲/公撮","Furosemide","液劑 Solution","罐(瓶)裝 Bot","無 Colorless","CV-Cardiovascular System","適應症:利尿性降血壓藥
Indication:Treatment of hypertension, edema","口乾 , 視力模糊, 頭痛, 胃不適
Dry mouth, blurred vision, headache, stomach cramps or pain","請避免於接近就寢時服用
Taking the drug in the evening is not recommended.","LFUM_20221201154454_1.jpg","N","Y","fda01","044046","C03CA01","2022-12-01 15:44:54","",
"1666","OFERC","Ferrum Hausmann 100mg Chewable","富鐵好嚼錠","Iron (III) hydroxide polymaltose complex","錠劑 Tablet","圓凸形 Round","","NU-Nutrition","適應症:預防及治療鐵質缺乏症、缺鐵性貧血症
Prevention and treatment of iron deficiency","偶會有胃飽脹感, 噁心, 便秘或下痢
GI irritation, nausea, constipation, diarrhea.","本藥品可能讓糞便呈黑色
請勿與牛奶及制酸劑併服
This medicine may cause black stools
Avoid taking with milk or antacid.","OFERC_201812240342040000000.jpg","Y","Y","fda02","016504","B03AB05,B03AB04","2018-12-24 15:42:04","",
"1667","OCOP","CoPlavix 75/100mg","可保栓通膜衣錠75毫克/100毫克","Clopidogrel + Acetylsalicylic acid","錠劑 Tablet","橢圓形 Elliptic","粉紅 Pink","HE-Hematological Agents","適應症:適應症:預防及治療粥狀動脈栓塞及血栓栓塞事件
Indication:Reduction of atherosclerotic vascular disease.","消化不良，腹痛，腹瀉，出血，鼻出血
Dyspepsia, abdominal pain, diarrhea; bleeding; epistaxis","出現任何異常瘀青或出血,傷口不易止血,請儘速與醫師聯絡
酒精和aspirin同時服用可能增加胃腸道傷害
1. 食物交互作用: 服藥期間避免食用葡萄柚汁。2.本藥含有乳糖。
Report any signs of unusual bruising or bleeding to doctor immediately.
Alcohol may increase the risk of gastrointestinal injury when taken with aspirin.
1. Food interaction:Avoid grapefruit juice.  2.Coplavix contain lactose.","OCOP_202407231221340000009.jpg","N","N","fda02","025326","B01AC30,B01AC04,B01AC06","2024-07-23 12:21:34","",
"1668","OXIG","Xigduo XR 10mg/1000mg Extended-Release","釋多糖持續性藥效膜衣錠10毫克/1000毫克","Dapagliflozin + Metformin","錠劑 Tablet","橢圓形 Elliptic","黃 Yellow","ME-Metabolic and Endocrine System","第二型糖尿病血糖控制及預防心血管事件
Type 2 diabetes glycemic control and prevention of cardiovascular disease.","低血壓，低血糖，生殖器感染，背部疼痛，多尿
Hypotension, hypoglycemia, genital tract infect, back pain, polyuria","若生殖器附近有壓痛、發紅、腫脹且伴隨發燒或尿路感染症狀，請立即回診。
避免副作用發生，請適量補充水分。
服用Xigduo XR的患者尿液葡萄糖測試會呈陽性。
Monitor for signs and symptoms of Urinary tract infection and treat as needed.
Drinking plenty of water can prevent side effects.
Taking Xigduo XR will test positive for glucose in their urine.","OXIG_20240720161050_1.jpg","N","N","fda52","027117","A10BK01,A10BA02,A10BD15","2024-07-20 16:10:50","",
"1669","EFOSN","Foster Nexthaler 100/6mcg/dose","肺舒坦耐舒樂 乾粉吸入劑 100/6mcg/dose","Beclomethasone + Formoterol","吸入 Inhalation","罐(瓶)裝 Bot","白 White","RE-Respiratory System","適應症:慢性阻塞性肺病、氣喘
Indication:Chronic obstructive pulmonary disease, asthma.","顫抖，肺炎
Tremor, pneumonia","吸入劑, 使用後宜漱口。本藥不宜作為氣喘的第一線治療。
室溫25℃以下儲存。藥品吸入後宜漱口。
首次打開保護袋後，藥品應於6個月內用畢。
For inhalation only. Gargle after using. Not appropriate for acute attacks.
Store below 25 C degrees. Gargle your mouth ater inhaling medicine.
After first opening the pouch, the medicine should be used within 6 months.","EFOSN_201812270330350000008.jpg","N","N","fda52","026816","R03AK08,R03AC13,R03BA01","2020-04-16 11:14:44","",
"1670","IALC","99.5% Alcohol inj 5mL","99.5% 酒精注射劑","Alcohol","注射劑 Injection","小瓶 Vial","無 Colorless","ON-Oncolytic Agents","適應症:適用經皮酒精注射療法的肝細胞癌
Indication:Percutaneous injection therapy for liver cancer","血清轉胺脢增加，發燒，胃潰瘍，血栓栓塞
Increased serum transaminases, fever, gastric ulcer, throboembolism","請勿使用在外用消毒
本藥具易燃與爆炸性，使用小心！
Don&#039;t be used for external sterilization.
Flammable and explosive, handle with caution.","","Y","Y","fda51","058304","L01XXbb","2024-07-07 20:52:01","",
"1671","IMEN6","MENOPUR multidose 600 IU","美諾孕多劑量600國際單位","FSH 600 IU + LH 600 IU","注射劑 Injection","小瓶 Vial","無 Colorless","HR-Hormones","適應症:人工協助生殖輔助用藥
Indication:Treatment of infertility","頭痛，腹痛，噁心，腹脹，注射部位反應
Headache, abdominal pain, nausea, abdominal distension, injection site reaction","藥品使用期間可能暫有噁心, 嘔吐或暈眩現象
開封前請置於攝氏 2-8 度冰箱冷藏，不可冷凍，不可大力搖晃。
調配好的藥液可供多次注射使用，最長可使用28天
May cause nausea, vomiting or dizziness temporarily.
Store in a refrigerator at 2°C - 8°C. Vigorous shaking should be avoided.
Reconstituted solution is for multiple injections and be used for up to 28 days","IMEN6_201902110248450000006.jpg","N","N","fda02","025903","G03GA02","2024-07-07 20:53:26","二級危害性",
"1672","ITTA5","Tetana vaccine 0.5mL/dose, 0.5mL/amp (專案進口)","破傷風類毒素疫苗(專案進口)","Tetanus toxoid","注射劑 Injection","安瓿  Amp","無 Colorless","IM-Allergy and Immune System","適應症:破傷風類毒素，預防破傷風
Indication: tetanus prophylaxis in wound management.","發熱, 寒顫, 頭痛, 疲倦
Fever, chills, headache, fatigue.","貯放時需置於冰箱冷藏(攝氏 2-8 度)
使用前將注射懸浮液搖晃均勻
Store in a refrigerator (2-8°C).
Before use, the ampoult should be well shaken to a homogenous suspension","ITTA5_201902130323510000005.jpg","Y","Y","","","J07AM01","2024-07-07 20:44:08","",
"1673","EMTS","Metsone cream 0.1%, 5gm","頓安膚乳膏","Mometasone","外用 Topical Form","軟管 Tube","乳白 Milk White","DE-Dermatologicals","適應症:主治皮膚炎、皮膚搔癢等過敏症狀
Indications: Skin itching, manifestations of dermatoses.","灼熱感，皮膚萎縮，皮膚刺痛感
burning, skin atrophy, tingling/stinging","為外用藥品, 請局部使用, 勿接觸眼睛或誤服
For external use. Avoid contact with the eyes or oral consumption.","EMTS_201902110351050000004.jpg","Y","N","fda01","048391","D07AC13","2021-10-25 15:51:54","",
"1674","ITAK","Takepron Intravenous 30mg","泰克胃通靜脈注射劑30毫克","Lansoprazole","注射劑 Injection","小瓶 Vial","白 White","GI-Gastrointestinal and Hepatobiliary System","胃潰瘍、十二指腸潰瘍與急性壓力性潰瘍。
Treatment of peptic ulcer, duodenal ulcer.","腹瀉，肝功能障礙。
Diarrhea, abnormal hepatic function tests.","僅限靜脈滴注使用。
For Intravenous infusion only.","ITAK_201901291117380000006.jpg","Y","N","fda02","025246","A02BC03","2025-04-03 11:13:02","",
"1675","ODOM","Domper 10mg","吐福錠10毫克","Domperidone","錠劑 Tablet","圓扁形 Round","白 White","GI-Gastrointestinal and Hepatobiliary System","噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。
Indication:Gastrointestinal motility disorder, nausea","口乾,  頭痛, 皮膚癢
Dry mouth, headache, itching of skin.","服藥期間若出現心悸或抽搐，請停藥並立刻回診
If arrhythmia or convulsions, stop taking medication and consult doctor.","ODOM_201902110343190000004.jpg","N","N","fda01","032358","A03FA03","2019-02-11 15:43:19","",
"1676","ICISA2","Cisatracurium inj 10mg/5mL (專案)","專案進口Cisatracurium inj 10mg/5mL","Cisatracurium","注射劑 Injection","安瓿  Amp","無 Colorless","CN-Neuromuscular System","手術或氣管插管之骨骼肌鬆弛
Relax skeletal muscles during surgery or controlled ventilation.","皮膚潮紅, 低血壓, 支氣管痙攣
Skin flushing, hypotension, bronchospasm.","本品需( 覆核 )
貯放時需置於冰箱冷藏(攝氏 2-8 度)
Store in a refrigerator (2-8°C).","ICISA2_201902130348280000001.jpg","Y","N","","","M03AC11","2020-12-15 15:36:09","",
"1677","IFIR","FIRMAGON inj 120mg/3mL","輔美康注射劑120毫克","Degarelix","注射劑 Injection","小瓶 Vial","白 White","ON-Oncolytic Agents","適應症:成年男性晚期荷爾蒙依賴型前列腺癌
Indication:Advanced hormone-dependent prostate cancer in adult male patients.","熱潮紅，體重增加，注射部位腫脹，發燒，寒顫
Hot flash, weight gain, swelling at injection site, fever, chills","可能出現暫時性視力模糊，避免開車或操作儀器。
儲存於30℃以下，不可冷凍。
Avoid driving or operating machinery if you occur vision blurred.
Store at room temperature (&lt;30℃). Don&#039;t freeze.","","N","Y","fda02","025883","L02BX02","2023-07-05 18:21:11","二級危害性",
"1678","OMAV","Maviret 100/40mg","艾百樂膜衣錠","Glecaprevir + Pibrentasvir","錠劑 Tablet","橢圓形 Elliptic","淡橙 Light Orange","AI-Anti-infective Agents","適應症:C型肝炎
Indication:Chronic hepatitis C virus infection in adults","頭痛，倦怠，噁心，腹瀉
Headache, fatigue, Nausea, diarrhea","請遵指示服完整個療程, 若發生用藥不良反應請告知醫生
Follow doctor&#039;s advice. Check with doctor if you notice any side effects.","OMAV_201907310957540000001.jpg","N","Y","fda52","027323","J05AP57","2021-03-24 15:05:07","",
"1679","ILEVET","Levetir inj 500mg/5mL","樂維特濃縮輸注液","Levetiracetam","注射劑 Injection","小瓶 Vial","無 Colorless","CN-Neuromuscular System","暫時不宜或無法口服抗癲癇藥物治療之癲癇疾患
Myoclonic seizure; partial seizure;tonic-clonic and primary generalized seizures.","疲倦無力, 健忘, 運動失調, 困惑, 暈眩, 顫抖
Asthenia/fatigue, amnesia, ataxia, convulsion, dizziness, tremor","稀釋到至少100 mL的相容稀釋液中，以15分鐘的靜脈輸注時間給藥
Dilute the requisite amount in 100 mL, infuse over 15 minutes.
若出現紅疹、發燒、淋巴結腫脹、虛弱應停藥並立即尋求醫療協助。
Discontinue for rash, fever, or swollen lymph nodes; seek medical help.","ILEVET_201903240905030000008.jpg","Y","N","fda01","057956","N03AX14","2024-01-23 11:43:23","",
"1680","OMEZA","MezaVant XL 1200mg prolonged release","安適凡特 長效腸溶膜衣錠 1200 毫克","Mesalazine","錠劑 Tablet","橢圓形 Elliptic","紅 Red","GI-Gastrointestinal and Hepatobiliary System","主治潰瘍性結腸炎
Treatment of colitis, Crohn&#039;s disease","噁心, 腹瀉, 腹痛, 頭痛
Nausea, diarrhea, abdominal pain, headache","本藥錠需與食物併用，不可咬碎或咀嚼。
Swallow the tablet whole. Do not crush, break or chew.
治療期間須定期評估腎功能。若腎功能惡化，盡速與醫師討論。
Regularly assess renal function; consult a physician if it deteriorates.","OMEZA_201904020218480000007.jpg","N","N","fda02","025351","A07EC02","2025-03-24 09:54:28","",
"1681","OURI8","Urief F.C. 8mg","優列扶膜衣錠8毫克","Silodosin","錠劑 Tablet","圓凸形 Round","白 White","UR-Genitourinary System","前列腺肥大症所伴隨的排尿障礙
Benign prostatic hyperplasia","口渴, 下痢, 起立時頭暈, 鼻塞, 頭痛
Dry mouth, diarrhea, postural hypotension, nasal congestion, headache","警 語:定期監測血壓。開車或操作機械須小心。
Caution:Monitor BP regularly. May affect ability to drive or operate machinery.","OURI8_20240130084936_1.jpg","N","N","fda51","058393","G04CA04","2024-07-07 20:28:21","",
"1682","IPER4","Pergoveris 450 IU + 225 IU","倍孕力 注射筆450/225 IU","FSH 450IU + LH 225IU","注射劑 Injection","注射筆 Inj. Pen","無 Colorless","HR-Hormones","不孕症用藥。
ovulation stimulants.","腹水, 胸部積水, 寡尿, 低血壓, 血栓
Ascites, hydrothorax, oliguria, hypotension, thromboembolism","","IPER4_20230925102110_1.jpg","N","N","fda60","001092","G03GA07,G03GA05","2023-09-25 10:21:10","",
"1683","IFOR25","FORMOXOL inj 150mg/25mL","伏摩素注射液","Paclitaxel","注射劑 Injection","小瓶 Vial","無 Colorless","ON-Oncolytic Agents","抗腫瘤藥
cancer therapy","骨髓抑制, 過敏反應
Bone marrow suppression, hypersensitivity reactions.","警語:不可與PVC材質接觸, 治療期間需監測血球計數
Precaution: Can not contact with the PVC material, and need to monitor blood cell counts during treatment","","Y","N","fda01","044601","L01CD01","2024-06-11 18:45:55","一級危害性",
"1684","ITT1","台大 No.1 500mL","大塚台大一號注射液","Electrolytes + Water","注射劑 Injection","罐(瓶)裝 Bot","無 Colorless","NU-Nutrition","水份、電解質、養分補充、新生兒維持液
water, electrolytes, and nutrient supplements, neonatal maintenance fluid","注射部位反應
Injection site reaction","若藥液有混濁、變色或其他異常現象時請勿使用
If the liquid is turbid, discolored or other abnormalities, please do not use","ITT1_201906111026140000004.jpg","N","N","fda01","021632","B05BB02,B05BA03,B05BB01","2024-07-07 20:44:03","",
"1685","ITT2","台大 No.2 500mL","大塚台大二號注射液","Electrolytes + Water","注射劑 Injection","罐(瓶)裝 Bot","無 Colorless","NU-Nutrition","高張性下痢及小兒下痢之水份、電解質、養份補充
hypertonic diarrhea and pediatric diarrhea of water, electrolytes, and nutrients supplement.","注射部位反應
Injection site reaction","若藥液有混濁、變色或其他異常現象時請勿使用
If the liquid is turbid, discolored or other abnormalities, please do not use","","N","N","fda01","021630","B05BB02,B05BA03,B05BB01","2024-07-07 20:44:04","",
"1686","ITT3","台大 No.3 500mL","台大三號注射液","Electrolytes + Water","注射劑 Injection","罐(瓶)裝 Bot","無 Colorless","NU-Nutrition","電解質、養份補充、等張性下痢及真性糖尿病引起酮病的治療
Used for electrolytes and nutrients supplements, isotonic diarrhea, diabetic ketosis","注射部位反應
Injection site reaction","若藥液有混濁、變色或其他異常現象時請勿使用
If the liquid is turbid, discolored or other abnormalities, please do not use","ITT3_202104050839370000004.jpg","N","N","fda01","021629","B05BB02,B05BA03,B05BB01","2024-07-07 20:03:18","",
"1687","ITT4","台大 No.4 500mL","台大四號注射液","Electrolytes + Water","注射劑 Injection","罐(瓶)裝 Bot","無 Colorless","NU-Nutrition","低張性下痢時之水份、電解質、養份補充
Water, electrolytes, and nutrients supplement of hypotonic diarrhea.","注射部位反應
Injection site reaction","若藥液有混濁、變色或其他異常現象時請勿使用
If the liquid is turbid, discolored or other abnormalities, please do not use","","N","N","fda01","024258","B05BB02,B05BA03,B05BB01","2024-07-07 20:03:23","",
"1688","ITT5","台大 No.5 400mL","大塚台大五號注射液","Electrolytes + Water","注射劑 Injection","罐(瓶)裝 Bot","無 Colorless","NU-Nutrition","手術前後及未能進食病人之水分、電解質及營養補充
Patients before or after surgery and could not eat of water, electrolytes and nutritional supplements","注射部位反應
Injection site reaction","若藥液有混濁、變色或其他異常現象時請勿使用
If the liquid is turbid, discolored or other abnormalities, please do not use","","N","N","fda01","022682","B05BB02,B05BA03,B05BB01","2024-07-07 20:44:06","",
"1689","OCOX","Coxine 20mg","冠欣錠","Isosorbide 5-Mononitrate","錠劑 Tablet","圓扁形 Round","白 White","CV-Cardiovascular System","主要預防狹心症之發作
Prophylaxis of angina pectoris.","由臥姿或坐姿起立時會頭暈, 心跳變快, 臉潮紅, 噁心
Dizziness or lightheadedness, especially when getting up from a lying or sitting","為硝酸鹽類藥品, 請避免與血管擴張劑(如威而剛)併用
Do not take with vasodilators (eg. Viagra).","OCOX_202408140447330000001.jpg","N","N","fda01","043364","C01DA14","2024-08-14 16:47:33","",
"1690","EMYC20","Mycomb cream 20gm","美康乳膏","Triamcinolone + Neomycin + Gramicidin + Nystatin","外用 Topical Form","軟管 Tube","白 White","DE-Dermatologicals","濕疹, 過敏性和發炎性皮膚病、續發性細菌或黴菌感染
Inflammatory skin lesions.","皮膚萎縮
Skin atrophy","為外用藥品, 請局部使用, 勿接觸眼睛或誤服
For external use. Avoid contact with eyes or oral consumption.
完整 ATC code: Triamcinolone (D07AB09, D07CB01) + Neomycin (D06AX04) + Gramicidin (R02AB03) + Nystatin (D01AA01)","EMYC20_201908011027220000009.jpg","N","N","fda01","021924","D07AB09,D06AX04,D01AA01","2023-04-09 11:34:50","",
