ÃÄ«~¥N½X,¦³®Ä¤é´Á(°_),¦³®Ä¤é´Á(¨´),ÃÄ«~ª¬ºA,°Ó«~¤¤¤å¦WºÙ,°Ó«~­^¤å¦WºÙ,°Ó«~¾Ç¦W,³~®|,ÀW²v,ÃÄ²z¤ÀÃþ1,ÃÄ²z¤ÀÃþ2,¾¯«¬,¦¸³æ¦ì¾¯¶q,³q¥Î°Ó«~¦W,²Õ®Mµù°O,DCµù°O,DC´À¥NÃÄ,Á{±Äµù°O,¥i°hÃÄ,ÃÄ¥]¾÷,°·«O­­¨î,ÃÄÅÒ¦C¦Lµù°O,ÃÄ«~¶i¦ìµù°O,¾AÀ³¯g(¤¤)1,¾AÀ³¯g(¤¤)2,¾AÀ³¯g(­^)1,¾AÀ³¯g(­^)2,¥~Æ[(¤¤),¥~Æ[(­^),°Æ§@¥Î(¤¤),°Æ§@¥Î(­^),ºÞ¨î§Ü¥Í¯ÀÃþ§O,ªù¦í¶E¨Ï¥Îµù°O,¤¤¤å°Ó«~¦W,¼ÐÅÒ°Ó«~¦W,¬Ì­]ºØÃþ,¥»°|­­¨î,¶^­Ë°ª­·ÀIÃÄª«,»ó­GºÞ¥i¥Î,­¹ª«¥æ¤¬§@¥Î,Äµ»y(¤¤)1,Äµ»y(¤¤)2,Äµ»y(­^)1,Äµ»y(­^)2,³Æ¥ÎÄæ,³Æµù(­^),ÃÄ§½¤º³¡·¾³qMEMO,¯S®íÃÄ¨ÆªA°È¶O,³B¤èÅÒ¦C¦L¤ÀÃþ,Äµ»y,°ªÄµ°T,¾¯«¬´£¥Ü,³Ì¤jìH­È,³Ì¤pìH­È,»ÝªþªÅ°w,¥]¸Ë¶q,ÂIºw,¶E¶¡´£¥Ü,©T©w³~®|­­¨î,©T©wÀW²v­­¨î,ÃÄ«~¦¨¤Àµù°O,µoÃÄ½Ã±Ð,³s³B¦^§åµù°O,³s³B¶}¥ß­­¨î,¿i¯»µù°O,UD·|¹L±b,ÃÄ§½Àx¦ì,ªù¶E¨C¦¸¶q,¦í°|¨C¦¸¶q,ªù¶E¨C¦¸¶q³Ì¤j¶q,¦í°|¨C¦¸¶q³Ì¤j¶q,ªù¶E³Ì¤jµ¹ÃÄ¤Ñ¼Æ,¦í°|³Ì¤jµ¹ÃÄ¤Ñ¼Æ,ªù¶E¹w³]ªA¥Î¤Ñ¼Æ,¦í°|¹w³]ªA¥Î¤Ñ¼Æ,ªù¶E¨C¤é³Ì¤j¶q,¦í°|¨C¤é³Ì¤j¶q,ªù¦í¤p¨à¨C¤é·¥¶q/kg,ªù¦í¤p¨à¨C¦¸·¥¶q/kg,¨C¦¸¦í°|³Ì¤jÁ`¶q,¹Ï¤ù,¤p¨à°®¯»µ}ÄÀ²G,¤p¨à¾¯¶q´«ºâ1,¤p¨à¾¯¶q´«ºâ2,¤p¨à¾¯¶q´«ºâ3,¤p¨à¤é¾¯¶q«ØÄ³,ATC_CODE_1,ATC_CODE_2,ATC_CODE_3,ATC_CODE_4,ATC_CODE_5,DDD³æ¦ì¾¯¶q_­È,DDD³æ¦ì¾¯¶q_³æ¦ì,DDD_­È,DDD_³æ¦ì,­p»ù³æ¦ì,¨Æ«e¼f¬d,ªù¶Eµ¹¥I,¦í°|µ¹¥I,°·«O®Ö»ù¦¨¤À¦WºÙ,°·«OATC_CODE,°·«O¥N½X,¯S¶E°ê»ÚÂåÀø±M¥Î,HL7¾¯«¬¥N½X1,HL7¾¯«¬¥N½X2,¦M®`©ÊÃÄª«,ª`®g¾¯¦¸¤ÀÃþ,ª`®g¾¯¥]¸Ë¾¯¶q_­È,ª`®g¾¯¥]¸Ë¾¯¶q_³æ¦ì,¥]¸ËÅé¿n_­È,¥]¸ËÅé¿n_³æ¦ì,IVDµ}ÄÀ,¿éª`¼Ò¦¡,²§°Ê¤H­û,²§°Ê®É¶¡,°·«O»ù®æ,¦Û¶O»ù®æ
EAGNO3P,20070322,99999999,°±¥Î,Silver nitrate powder 25gm,Silver nitrate powder 25gm,Silver Nitrate,EXT,,AGENT,,¥~¥Î,GM,Silver nitrate powder,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤£¦LÃÄÅÒ,Á`¶q¶i¦ì,¦Û»s»s¾¯­ì®Æ,,,,,,,,,¬Ò¥i¥Î,µv»Ä»È­ì®Æ,Silver nitrate powder 25gm,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,25.0,,§_,§_,¬O,³æ¤è,§_,°±¥Î,¥i¥Î,¥i¿i,¬O,,1.00,1.00,1.00,1.00,1,1,1,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,GM,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,SolidDrugForm,POWD,,,,,,,,,PH047,202303141635,0,5760.00
EAIR,19960101,99999999,°±¥Î,Airol cream 0.05% 20gm,Airol cream 0.05% 20gm,Tretinoin,EXT,,TDER,DE-07-00,¥~¥Î,¾A¶q,Airol Cream,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤£¦LÃÄÅÒ,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv¯»¨ë¡B´M±`©ÊÚµ½Hµ¥,,,,,,,,,¥u¥Î©óªù¶E,,Airol cream 0.05% 20gm,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:¥i¯à¦³¼È®É©Ê¤£¾A·P¡A °tÀ¹Áô§Î²´Ãè®É¤£¥i§ë¤©¥»«~,,,,,§_,99.0,,¬O,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,999.00,999.00,999,999,7,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,TUB,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,RETINOIC ACID (=TRETINOIN),D10AD01,B022065338,§_,LiquidLiquidEmulsion,TOPCRM,,,,,,,,,PH047,202303141635,231.00,277.00
EAL0C9,19960101,99999999,°±¥Î,95% Alcohol,95% Alcohol,95% Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,ML,Alcohol,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,EALC9,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,,,,,,,,,,95% Alcohol,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,999.00,999.00,999,999,1,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,CC,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141635,0,2.00
EALB,19960101,99999999,°±¥Î,Albothyl vag supp 90mg,Albothyl vag supp 90mg,Policresulen,VAG,Q2D,SGU,UR-01-00,¥~¥Î,V.T,Albotyl,«D²Õ®M,°±¥Î,EPOLI,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv¤l®cÀVª¢¡A ³±¹Dª¢¡A ¥Õ±aµ¥,,Indication:Local treatment of cervical & vag inflammatory,,¥~ Æ[:¥Õ¦â¥~¥]¸Ë³±¹D®ê¾¯¡A¤W¦³Albothyl¦r¼Ë,Appearance:Light orange vag supp,»´·L§½³¡¤£¾A,Mild local discomfort,,¬Ò¥i¥Î,¦w¥iªv³±¹D®ê¾¯(½Ð©óºÎ«e¨Ï¥Î),Albothyl vag supp,,,§_,¬O,,³±¹D®ê¾¯¸m©ó25¢J¥H¤UÀx¦s¡A ½Ð¥ý¥h°£¥~¥]¸Ë«á¦A¥Î,,Vaginal suppository¡A store under 25¢XC in a dry place.,,,,,¤@¯ë,¤@¯ë,Äµ »y:³±¹D®ê¾¯¸m©ó25¢J¥H¤UÀx¦s¡A ½Ð¥ý¥h°£¥~¥]¸Ë«á¦A¥Î,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,1.00,1.00,999,999,6,1,1.00,1.00,0,0,,¦³¹Ï¤ù,,0,,0,,G01AX03,,,,,0,,0,,V.T,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,POLICRESULEN,G01AX03,BC16229500,§_,SolidDrugForm,VAGSUPP,,,,,,,,,PH047,202303141635,10.90,14.00
EALBS,20021004,99999999,°±¥Î,Albothyl solution,Albothyl solution,Policresulen,TOPI,,SGU,UR-01-00,¥~¥Î,ML,,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¥Dªv¤l®cÀVª¢¡B³±¹Dª¢¡B¥Õ±aµ¥,,Indication:Local treatment of cervical & vag inflammatory,,,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,¦w¥iªv¿@ÁY²G,Albothyl solution,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,§_,,0,0,0,0,0,0,0,0,999.00,999.00,0,0,,µL¹Ï¤ù,,0,,0,,G01AX03,,,,,,,,,ML,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,MUCTOPSOL,,,,,,,,,PH047,202303141635,0,10.00
EALC1,20120224,99999999,°±¥Î,75% Alcohol 10mL/bot,75% Alcohol 10mL/bot,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,alcohol,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,§_,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants.,,¥~ Æ[:10mL³z©ú¤p²~,,»´·L§½³¡¤£¾A,Mild local discomfort.,,¥u¥Î©óªù¶E¤Î¦í°|STAT,75% °sºë(­­¥~¥Î),75% Alcohol 10mL/bot,,,§_,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,³Æµù: ¶}«Ê¹O¤@­Ó¤ë«á½Ð¤Å¦A¨Ï¥Î,Use within 1 month after opening package.,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,0,0,§_,99.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,99.00,99.00,7,7,1,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141635,0,15.00
EALC2,19960101,99999999,¥i¥Î,75% Alcohol 20mL/bottle,75% Alcohol 20mL/bottle,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,Alcohol,«D²Õ®M,,,¤@¯ë¥i¥Î,§_,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants.,,¥~ Æ[:20mL³z©ú¤p²~,Appearance:20mL little bottle,»´·L§½³¡¤£¾A,Mild local discomfort.,,¥u¥Î©óªù¶E¤Î¦í°|STAT,75% °sºë(­­¥~¥Î),75% Alcohol 20ml,,,§_,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,³Æµù: ¶}«Ê¹O¤@­Ó¤ë«á½Ð¤Å¦A¨Ï¥Î,Use within 1 month after opening package.,[Rx_x]¤À¸ËÃÄ«~¡A³B¤è¶°¤£Åã¥Ü,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,,,§_,99.0,,§_,¬O,§_,³æ¤è,§_,°±¥Î,°±¥Î,¤£¥i¿i,§_,,1.00,1.00,9.00,9.00,999,999,1,1,99.00,99.00,0,0,,¦³¹Ï¤ù,,0,,0,,D08AX08,,,,,,,,,BOT,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141635,0,24.00
EALC4,20050105,99999999,°±¥Î,75% Alcohol 4000mL/bot,75% Alcohol 4000mL/bot,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,Alcohol,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤£¦LÃÄÅÒ,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants.,,¥~ Æ[: 4000 ml²~¸Ë·»²G,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,,75% Alcohol 4000mL/bot,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,999.00,999.00,999,999,1,1,0,0,0,0,,¦³¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141636,0,481.00
EALC5,19960101,99999999,°±¥Î,75% Alcohol 500mL,75% Alcohol 500mL,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,Alcohol,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,,,,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,,75% Alcohol 500mL,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,999.00,999.00,999,999,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141636,0,80.00
EALC752,20191201,99999999,¥i¥Î,75% Alcohol 200mL/bottle,75% Alcohol 200mL/bottle,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,³æ¦ì½Ð»â75%°sºë,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,°·«O¤£µ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants.,,,,,,,¬Ò¥i¥Î,75% °sºë(­­¥~¥Î),75% Alcohol 200mL/bottle,,,,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,,,[Rx_x]¤j²~°sºë³B¤è¶°¤£Åã¥Ü,¤@¯ë,¤@¯ë,,,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,,°±¥Î,°±¥Î,¤£¥i¿i,§_,,1.00,1.00,1.00,1.00,99,99,1,1,1.00,1.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,0,,0,,BOT,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,,,,,,0,,0,mL,,,PH034,202110310942,0,42.00
EALC754,20191201,99999999,¥i¥Î,75% Alcohol 4000mL/bottle,75% Alcohol 4000mL/bottle,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,³æ¦ì½Ð»â75%°sºë,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,°·«O¤£µ¹¥I,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants.,,,,,,,¬Ò¥i¥Î,75% °sºë(­­¥~¥Î),75% Alcohol 4000mL/bottle,,,,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,,,[Rx_x]¤j²~°sºë³B¤è¶°¤£Åã¥Ü,¤@¯ë,¤@¯ë,,,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,,°±¥Î,,¤£¥i¿i,§_,,1.00,1.00,1.00,1.00,1,1,1,1,1.00,1.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,0,,0,,BOT,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,,,,,,0,,0,,,,PH034,202203011516,0,372.00
EALC755,20191201,99999999,¥i¥Î,75% Alcohol 500mL/bottle,75% Alcohol 500mL/bottle,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,¾A¶q,³æ¦ì½Ð»â75%°sºë,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants,,,,,,,¥u¥Î©óªù¶E¤Î¦í°|STAT,75% °sºë(­­¥~¥Î),75% Alcohol 500mL/bottle,,,,¬O,,¬°¥~¥ÎÃÄ«~¡A ½Ð§½³¡¨Ï¥Î¡A ¤Å±µÄ²²´·ú©Î»~ªA,,For external use. Avoid contact with the eyes or oral consumption.,,,,[Rx_x]¤j²~°sºë³B¤è¶°¤£Åã¥Ü,¤@¯ë,¤@¯ë,,,,0,0,§_,1.0,,§_,¬O,§_,³æ¤è,,°±¥Î,,¤£¥i¿i,§_,,1.00,1.00,1.00,1.00,1,1,1,1,1.00,1.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,0,,0,,BOT,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,,,,,,0,,0,,,,PH034,202110310944,0,65.00
EALC8,20110608,99999999,°±¥Î,95% Alcohol 4000mL,95% Alcohol 4000mL,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,BOT,,«D²Õ®M,°±¥Î¡A¥i¬dÃþ¦üÃÄ,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants.,,,,,,,¬Ò¥i¥Î,,95% Alcohol 4000mL,,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,,,§_,1.0,,§_,§_,§_,³æ¤è,§_,°±¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,10.00,10.00,99,99,1,1,0,0,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,BOT,,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141636,0,403.00
EALC9,19960101,99999999,¥i¥Î,95% Alcohol,95% Alcohol,Alcohol,EXT,,TDER,DE-01-00,¥~¥Î,ML,Alcohol,«D²Õ®M,,,¤@¯ë¥i¥Î,¬O,¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:®ø¬r±þµß,,Indication:Antiseptics & disinfectants.,,,,,,,¬Ò¥i¥Î,95% °sºë(­­¥~¥Î),95% Alcohol,,,§_,¬O,,,,,,,,[Rx_x]¤À¸ËÃÄ«~¡A³B¤è¶°¤£Åã¥Ü,¤@¯ë,¤@¯ë,Äµ »y: ¥»«~¬°¥~¥ÎÃÄ«~¡A½Ð§½³¡¨Ï¥Î¡A¤Å±µÄ²²´·ú©Î»~ªA¡C,,,,,§_,1.0,,§_,¬O,§_,³æ¤è,§_,°±¥Î,°±¥Î,¤£¥i¿i,§_,,1.00,1.00,999.00,999.00,999,999,1,1,999.00,999.00,0,0,,µL¹Ï¤ù,,0,,0,,D08AX08,,,,,,,,,CC,§_,¤£µ¹¥I¶·¦Û¥I,¤£µ¹¥I¶·¦Û¥I,,,,§_,Liquid,TOPSOL,,,,,,,,,PH047,202303141636,0,2.00
EALCA,19960101,99999999,°±¥Î,Alcaine 0.5%¡A 15mL,Alcaine 0.5%¡A 15mL,Proparacaine,OU,,TOPH,OP-08-00,¥~¥Î,ºw,Alcaine,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:²´¬ì±M¥Îªí­±³Â¾K¾¯,,Indication:Ophthalmic anesthetics,,¥~ Æ[:¶À/¥Õ¦â¥~²°,Appearance:Yellow/white box,¼È®É©Ê¨ë¿E¨`¼ö·P¡A µ²½¤¬õ¸~,Transient stinging & burning¡A conjunctival redness.,,¥u¥Î©óªù¶E¤Î¦í°|STAT,·Rº¸¥d¦]ÂI²´²G,Alcaine 0.5%,,,§_,¬O,,»Ý©ó¦B½c§NÂÃ(2-8¢XC)¡C,,Store in a fridge(2-8¢XC).,,,,104-3 ÃÄ©e·|§R°£,¤@¯ë,¤@¯ë,Äµ »y:½Ð¸m©óÄá¤ó 2-8 «×¦B½cÁ×¥ú§NÂÃ«O¦s¡C,,,,,§_,300.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,§_,,1.00,1.00,2.00,2.00,999,999,1,1,24.00,24.00,0,0,,¦³¹Ï¤ù,,0,,0,,S01HA04,,,,,,,,,BOT,§_,¥Ó³ø¤£­p»ù,¥Ó³ø¤£­p»ù,,,,§_,AdministrableDrugForm,OPDROP,,,,,,,,,PH047,202303141636,0,156.00
EALD,19960101,99999999,°±¥Î,Aldecin Inhaler(50mcg/puff),Aldecin Inhaler(50mcg/puff),Beclomethason Dipronate,IH,,ERSP,RE-03-00,¥~¥Î,PFF,Aldecin,«D²Õ®M,°±¥Î,,¤w°±¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:¤ä®ðºÞ®ð³Ý,,,,,,,,,,,Aldecin Inhaler(50mcg/puff),,,§_,¬O,,,,,,,,,¤@¯ë,¤@¯ë,Äµ »y:§l¤J¾¯¡A¨Ï¥Î«á©yº¤¤f,,,,,§_,60.0,,§_,§_,§_,³æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,999.00,999.00,999,999,1,1,99.00,99.00,0,0,,µL¹Ï¤ù,,0,,0,,,,,,,,,,,CAN,§_,°·«Oµ¹¥I,°·«Oµ¹¥I,BECLOMETHASONE DIPROPIONATE,R03BA01,B008996129,§_,GasSolidSpray,ORINHL,,,,,,,,,PH047,202303141636,142.00,199.00
EALL,20121030,99999999,°±¥Î,Allergopos Eye Drops 10mL,Allergopos Eye Drops 10mL,Antazoline + Tetrahydrozoline,OU,,TOPH,OP-06-00,¥~¥Î,ºw,Allergopos Eye Drops,«D²Õ®M,°±¥Î,,¤@¯ë¥i¥Î,¬O,¤£¥i¥ÎÃÄ¥]¾÷,¥i¥Î,¤@¯ë,Á`¶q¶i¦ì,¾AÀ³¯g:²´³¡µoª¢µ¥¯gª¬,,Indication:Ocular inflammation and other symptoms .,,¥~ Æ[:³z©ú10mL¶ì½¦¥~²~¡A ¥Õ¦â¶À¦â¥~²°,Appearance:10mL eye drop bottle¡A white/yellow box,Àû¤ÕÂX±i¡A ¨`¼ö·P¡A ¨ëµh·P,pupillary dilation; burning or stinging sensation,,¥u¥Î©óªù¶E¤Î¦í°|STAT,²´¦Ê¾A²´ÃÄ¤ô,Allergopos Eye Drops,,,§_,¬O,,½Ð¨Ì·Ó«ü¥Ü´Á­­¤º¨Ï¥Î¡A «ØÄ³ÃÄ«~¶}«Ê¤@­Ó¤ë«á¤£À³¦A¥Î,,Follow doctor's advice. Use within one month after opening package.,,³Æµù: ­Y¦P®É¨Ï¥Î¨âºØ²´ÃÄ¤ô¡A ½Ð¶¡¹j5¤ÀÄÁ¡A ­YµLÂå®v«ü¥Ü¡A µL¥ý«á¨Ï¥Î¶¶§Ç,Allow at least 5 minutes between different eye preparations.,2018.12 ÃÄ©e·|§R°£,¤@¯ë,¤@¯ë,Äµ »y:½Ð¨Ì·Ó«ü¥Ü´Á­­¤º¨Ï¥Î¡A«ØÄ³ÃÄ«~¶}«Ê¤@­Ó¤ë«á¤£À³¦A¥Î,,,0,0,§_,200.0,,§_,§_,§_,½Æ¤è,§_,¥i¥Î,¥i¥Î,¤£¥i¿i,¬O,,1.00,1.00,1.00,1.00,999,999,7,1,24.00,24.00,0,0,,¦³¹Ï¤ù,,0,,0,,S01GA52,R01AC04,S01GA02,S01AX09,,,,,,BOT,,°·«Oµ¹¥I,°·«Oµ¹¥I,TETRAHYDROZOLINE 0.5MG/ML + ANTAZOLINE 0.15MG/ML + CHLORHEXIDINE 0.05MG/ML,S01GA52,BC13304429,§_,AdministrableDrugForm,OPDROP,,,,,,,,,PH006,201901060949,37.90,49.00
